duration,poutcome,contact,housing,pdays,previous,campaign,loan,marital,y
123,0,2,0,0,0,4,1,2,0
265,0,2,1,0,0,1,0,2,0
144,0,2,1,0,0,1,0,2,0
559,0,0,0,0,0,3,1,0,0
74,2,2,0,168,4,1,0,2,0
183,0,2,1,0,0,1,0,2,0
631,0,2,1,0,0,1,0,0,0
1282,0,2,0,0,0,6,0,1,1
108,0,0,0,0,0,2,0,2,0
1199,0,0,0,0,0,1,0,2,1
736,0,0,1,0,0,2,0,1,1
264,0,2,0,0,0,1,0,0,0
262,0,0,0,0,0,1,0,2,0
244,0,0,1,0,0,1,0,2,0
107,0,0,0,0,0,2,0,2,0
9,0,0,0,0,0,1,0,2,0
149,0,2,0,0,0,2,0,1,0
321,0,2,0,0,0,2,0,0,0
224,2,2,0,322,3,1,0,0,0
157,0,2,0,0,0,6,0,0,0
250,0,2,0,0,0,1,0,0,0
209,0,2,0,0,0,4,0,2,0
111,0,0,0,0,0,3,0,2,0
55,2,2,1,298,4,2,0,2,0
290,0,2,1,0,0,13,1,2,0
383,0,0,0,0,0,1,0,2,0
380,0,2,1,0,0,1,0,0,0
124,0,2,0,0,0,3,0,2,0
224,0,0,1,0,0,2,1,2,0
240,1,2,0,182,8,1,0,0,0
385,1,2,1,364,9,3,0,2,0
133,0,2,1,0,0,1,0,0,0
91,0,2,0,0,0,1,0,0,0
63,0,2,1,0,0,3,1,2,0
192,0,2,1,0,0,2,0,0,0
91,0,0,1,0,0,2,0,0,0
79,2,2,0,172,8,1,1,2,0
96,0,2,0,0,0,1,1,2,1
25,0,2,1,0,0,2,0,2,0
227,0,2,1,0,0,2,0,0,0
110,0,2,0,0,0,1,0,0,0
134,0,2,0,0,0,2,0,1,0
213,0,2,0,0,0,1,0,2,1
75,2,2,1,273,1,1,0,0,0
109,0,2,0,0,0,2,0,2,0
162,0,2,0,0,0,3,0,2,0
275,0,2,0,0,0,1,0,0,1
154,1,2,1,124,1,1,0,2,0
632,0,2,0,0,0,4,0,2,1
251,0,2,1,0,0,1,1,2,0
141,0,1,0,0,0,1,1,2,0
154,0,2,1,0,0,1,1,0,0
63,0,2,1,0,0,1,0,2,0
259,0,2,0,0,0,1,1,2,0
100,0,0,1,0,0,1,0,1,0
17,0,0,0,0,0,10,0,1,0
192,0,1,1,0,0,9,0,2,0
97,0,0,1,0,0,9,0,2,0
41,0,2,0,0,0,2,0,2,0
200,0,0,1,0,0,3,0,2,0
91,0,2,1,0,0,3,0,0,0
264,0,2,1,0,0,1,1,2,1
397,0,2,1,0,0,2,0,2,0
86,0,0,1,0,0,1,0,2,0
446,0,2,0,0,0,1,0,2,0
304,0,2,0,0,0,1,0,2,0
88,0,0,1,0,0,4,0,0,0
86,0,2,1,0,0,2,0,0,0
63,0,2,1,0,0,1,0,0,0
335,2,2,1,281,8,2,0,2,0
293,2,2,0,162,4,2,0,1,0
227,0,0,1,0,0,4,0,2,0
146,0,0,1,0,0,2,0,0,0
276,0,2,1,0,0,3,0,2,0
238,2,2,1,323,2,3,0,2,0
14,0,2,1,0,0,6,1,0,0
144,0,0,1,0,0,2,0,2,0
367,0,2,0,0,0,1,0,0,0
132,0,2,1,0,0,1,0,2,0
42,0,0,1,0,0,4,1,0,0
227,0,0,1,0,0,1,0,1,0
40,2,1,0,349,6,8,0,0,0
614,0,0,1,0,0,2,0,0,0
270,0,0,1,0,0,1,0,2,0
15,0,0,0,0,0,1,0,2,0
304,0,0,1,0,0,2,0,2,0
79,0,2,1,0,0,3,0,2,0
101,0,2,1,0,0,1,0,2,0
55,0,0,1,0,0,3,0,2,0
205,0,0,1,0,0,3,0,0,0
259,0,2,1,0,0,2,0,2,0
60,0,2,0,0,0,2,0,1,0
122,0,2,1,0,0,2,0,2,0
557,0,2,1,0,0,5,0,2,0
42,0,1,1,0,0,1,0,1,0
373,0,2,1,0,0,8,0,0,0
80,0,2,1,0,0,3,0,2,0
239,0,2,0,0,0,3,0,0,0
29,0,0,0,0,0,1,0,1,0
1663,0,0,1,0,0,1,0,0,1
186,0,0,1,0,0,4,0,0,0
430,0,0,0,0,0,1,0,1,0
58,0,1,0,0,0,2,0,2,0
279,2,2,0,117,1,1,0,0,0
332,0,2,1,0,0,2,0,1,0
510,1,2,0,2,5,2,0,2,0
218,2,2,1,330,2,1,0,0,0
74,2,2,1,256,1,2,0,2,0
676,0,2,0,0,0,1,0,0,0
1259,2,2,1,333,18,2,0,2,0
285,2,2,1,116,4,3,1,2,0
298,0,2,1,0,0,1,0,1,0
225,0,2,1,0,0,4,1,2,0
80,1,2,1,268,2,2,0,0,0
342,0,2,1,0,0,1,0,2,1
404,0,2,1,0,0,3,0,2,0
332,0,2,0,0,0,1,1,1,0
158,0,2,1,0,0,1,0,0,0
164,0,2,1,0,0,1,0,2,0
57,1,2,1,247,1,1,0,2,0
121,0,2,0,0,0,1,0,2,0
56,0,2,1,0,0,1,0,2,0
178,0,0,0,0,0,1,0,0,0
283,0,2,0,0,0,1,0,0,0
113,1,2,1,337,2,1,0,2,0
22,0,2,0,0,0,5,0,2,0
159,2,2,1,271,1,2,0,0,0
138,1,2,0,136,8,1,0,2,0
1015,1,2,1,198,2,1,0,2,1
182,0,1,0,0,0,1,0,2,0
112,0,2,0,0,0,3,0,0,0
114,0,2,1,0,0,1,0,2,0
80,0,2,0,0,0,8,1,0,0
66,1,1,1,241,1,1,0,2,0
135,0,2,1,0,0,22,0,0,0
99,0,2,0,0,0,1,0,0,0
761,0,0,0,0,0,2,0,2,1
464,0,2,0,0,0,1,0,2,0
20,0,0,1,0,0,2,0,2,0
206,0,2,0,0,0,4,0,2,0
283,0,2,0,0,0,2,0,0,0
64,0,0,0,0,0,1,0,2,0
667,1,2,1,357,3,3,0,0,1
73,0,2,0,0,0,3,0,0,0
156,0,0,1,0,0,2,0,2,0
559,0,0,1,0,0,7,0,0,0
143,0,2,0,0,0,2,0,2,0
62,0,0,1,0,0,1,0,1,0
219,2,2,1,259,5,2,1,0,0
15,0,2,1,0,0,3,0,0,0
567,0,2,1,0,0,1,0,2,0
188,0,2,1,0,0,2,0,0,0
159,0,2,1,0,0,2,0,2,0
121,0,1,1,0,0,2,0,2,0
345,1,2,0,94,3,1,0,1,1
717,0,0,0,0,0,1,0,2,0
71,0,2,0,0,0,3,0,2,0
144,0,2,0,0,0,2,0,2,0
38,0,2,0,0,0,1,1,1,0
60,0,2,1,0,0,2,0,2,0
336,3,2,0,183,2,2,0,1,1
92,0,0,1,0,0,4,1,2,0
254,2,2,0,353,1,2,0,2,0
104,2,2,1,85,19,1,1,0,0
74,0,2,1,0,0,5,1,1,0
156,0,2,0,0,0,2,0,2,0
146,0,2,0,0,0,2,0,2,0
882,0,0,1,0,0,1,0,0,1
84,0,0,1,0,0,4,0,2,0
114,0,0,1,0,0,2,0,2,0
957,0,0,0,0,0,3,1,0,0
67,0,0,0,0,0,3,0,2,0
211,0,2,1,0,0,11,0,1,0
299,0,2,1,0,0,2,0,2,0
102,2,2,1,349,1,6,1,2,0
225,0,0,0,0,0,1,1,2,0
654,0,2,0,0,0,2,0,0,1
234,0,2,1,0,0,2,0,0,0
48,0,1,0,0,0,6,0,0,0
167,1,2,1,174,7,1,0,0,0
500,0,2,0,0,0,2,0,2,0
22,0,2,0,0,0,2,0,2,0
258,0,2,0,0,0,2,0,0,0
177,0,2,0,0,0,1,1,0,0
62,0,0,1,0,0,2,1,0,0
457,3,2,0,80,1,1,0,0,1
460,2,1,1,345,2,2,0,0,0
184,0,2,1,0,0,4,0,1,0
119,2,1,1,371,3,3,0,2,0
77,0,2,0,0,0,6,0,2,0
107,0,2,0,0,0,1,1,2,0
1028,0,0,1,0,0,2,0,2,1
87,0,0,1,0,0,1,0,2,0
315,0,0,1,0,0,4,0,2,0
107,0,2,1,0,0,2,1,2,0
201,0,1,0,0,0,5,1,2,0
94,2,2,0,205,2,1,1,0,0
192,2,2,0,92,2,2,0,0,1
185,2,2,1,246,1,2,0,0,0
77,0,2,1,0,0,1,0,2,0
142,0,2,1,0,0,3,0,2,0
381,0,2,0,0,0,1,0,0,0
222,0,2,1,0,0,2,1,2,0
106,0,2,1,0,0,1,0,2,0
117,0,0,1,0,0,1,0,1,0
67,0,2,0,0,0,3,0,0,0
45,2,2,1,169,2,2,0,0,0
643,0,2,0,0,0,2,1,0,0
76,2,2,1,69,2,1,0,2,0
508,0,2,0,0,0,6,0,2,0
128,0,2,0,0,0,2,0,0,1
193,1,2,1,322,1,2,0,2,0
172,0,0,0,0,0,6,0,2,0
142,0,2,0,0,0,2,0,0,0
492,0,0,1,0,0,2,1,2,0
140,0,0,0,0,0,1,1,2,0
140,0,0,0,0,0,2,0,2,0
257,0,0,1,0,0,2,0,0,0
41,2,2,0,266,2,2,0,2,0
91,0,2,0,0,0,2,0,1,0
132,0,2,1,0,0,2,0,2,0
284,0,0,0,0,0,1,0,2,0
184,0,2,0,0,0,2,0,0,0
225,0,2,1,0,0,1,0,2,0
241,0,0,1,0,0,3,0,2,0
79,0,2,0,0,0,3,0,0,0
156,0,2,1,0,0,1,0,2,0
223,0,2,0,0,0,2,0,2,0
198,0,0,1,0,0,1,0,2,0
536,0,2,0,0,0,2,0,2,0
304,0,0,1,0,0,2,0,2,0
196,2,2,1,315,2,2,0,2,0
298,0,0,1,0,0,2,0,1,0
86,0,0,1,0,0,6,1,1,0
186,0,0,1,0,0,1,0,1,0
167,0,2,1,0,0,3,0,2,0
24,0,2,1,0,0,12,0,2,0
74,0,2,0,0,0,3,1,1,0
601,0,0,1,0,0,1,0,2,0
1168,0,0,1,0,0,2,0,2,0
277,0,2,0,0,0,2,0,2,0
748,0,2,0,0,0,3,1,1,0
364,0,0,1,0,0,1,0,2,0
229,0,0,1,0,0,3,0,2,0
43,0,2,0,0,0,13,0,2,0
177,0,2,0,0,0,1,0,1,1
262,3,2,1,99,2,1,0,2,1
317,2,2,1,169,2,1,0,2,0
402,0,0,0,0,0,22,0,2,0
314,0,2,0,0,0,1,0,2,1
109,0,2,0,0,0,3,0,2,1
56,0,2,0,0,0,6,0,2,0
169,0,0,1,0,0,2,0,0,0
127,0,2,1,0,0,1,0,0,0
175,0,2,0,0,0,3,0,1,0
56,0,2,0,0,0,2,0,1,0
123,0,2,0,0,0,1,1,2,0
148,0,1,0,0,0,2,0,2,0
231,0,2,0,0,0,1,0,0,0
255,0,2,1,0,0,1,0,1,0
37,0,2,1,0,0,3,0,0,0
106,1,2,0,110,2,1,0,0,0
95,0,0,1,0,0,1,0,1,0
134,0,0,0,0,0,2,0,0,0
820,0,2,1,0,0,2,0,0,0
116,2,2,1,273,3,1,1,2,0
463,0,2,1,0,0,1,0,2,0
603,0,2,0,0,0,3,1,2,0
47,0,0,1,0,0,5,0,0,0
126,0,2,0,0,0,1,0,1,0
421,0,2,0,0,0,2,0,0,1
174,0,0,0,0,0,8,0,2,0
144,2,2,1,266,2,1,1,2,0
191,0,2,0,0,0,2,0,0,0
222,0,1,0,0,0,1,0,2,0
206,2,2,1,461,1,1,0,2,1
74,0,2,1,0,0,1,0,2,0
24,0,0,1,0,0,1,0,0,0
7,2,2,1,351,1,11,0,0,0
493,0,2,1,0,0,7,0,2,0
350,0,2,0,0,0,3,0,0,1
250,0,0,0,0,0,3,0,1,0
86,0,2,0,0,0,4,0,2,0
371,0,2,0,0,0,1,0,1,0
419,0,0,0,0,0,2,0,1,0
2087,0,0,1,0,0,2,0,1,1
22,0,2,1,0,0,4,0,0,0
266,0,0,1,0,0,1,0,2,0
191,0,2,0,0,0,1,0,1,0
222,3,2,0,94,2,4,0,2,1
264,0,1,0,0,0,3,1,1,0
184,0,0,1,0,0,5,0,1,0
95,0,2,0,0,0,3,1,0,0
127,0,2,0,0,0,2,0,0,0
395,0,2,0,0,0,4,0,1,0
174,0,2,1,0,0,1,0,2,0
124,0,2,1,0,0,1,0,2,1
102,0,0,1,0,0,2,0,2,0
279,0,2,1,0,0,1,0,2,0
76,0,2,0,0,0,11,0,2,0
472,0,2,1,0,0,2,0,2,0
84,0,2,0,0,0,11,0,2,0
271,2,2,1,184,1,1,1,0,0
754,0,0,1,0,0,1,0,2,0
172,2,1,0,371,5,5,0,0,0
375,0,2,1,0,0,2,1,2,0
130,0,2,1,0,0,2,0,0,0
303,0,0,1,0,0,3,0,0,0
261,0,0,1,0,0,1,0,2,0
229,0,2,1,0,0,3,1,2,0
288,0,2,1,0,0,1,0,2,0
219,0,2,1,0,0,3,0,2,0
891,0,0,1,0,0,4,0,0,1
204,0,0,1,0,0,1,0,2,0
19,0,0,0,0,0,6,0,2,0
158,0,2,0,0,0,2,0,0,0
314,0,0,1,0,0,1,0,2,0
215,0,0,1,0,0,1,0,2,0
169,0,2,0,0,0,4,0,2,0
101,0,2,1,0,0,4,0,2,0
15,0,0,1,0,0,13,0,2,0
260,0,0,1,0,0,5,0,2,0
558,0,2,1,0,0,1,0,2,1
287,0,0,0,0,0,4,0,2,0
371,0,2,1,0,0,2,0,2,1
149,2,2,1,78,5,1,0,2,1
187,0,0,1,0,0,1,1,2,1
32,0,0,1,0,0,1,0,2,0
138,0,0,1,0,0,1,0,2,0
228,0,0,1,0,0,2,0,2,0
353,0,1,0,0,0,2,0,2,1
45,0,0,1,0,0,2,0,2,0
76,0,2,0,0,0,2,0,0,0
144,0,0,1,0,0,2,1,2,0
168,0,2,1,0,0,2,0,2,0
140,1,2,1,2,3,1,0,2,0
94,0,0,0,0,0,1,0,0,0
118,0,0,0,0,0,3,0,0,0
382,0,2,1,0,0,1,0,0,0
111,0,2,0,0,0,1,0,2,0
298,0,2,1,0,0,2,0,2,0
121,0,0,1,0,0,1,0,2,0
317,0,0,1,0,0,7,0,2,0
42,0,0,1,0,0,1,1,2,0
81,0,2,0,0,0,2,0,0,0
296,2,2,1,270,3,1,0,1,1
259,0,1,1,0,0,2,1,1,0
121,1,2,1,112,3,6,0,0,0
432,0,2,1,0,0,3,0,2,0
126,0,2,0,0,0,2,0,2,0
120,0,2,0,0,0,4,0,2,0
136,0,2,1,0,0,1,0,2,0
1130,0,2,1,0,0,3,0,2,0
330,3,2,0,127,3,2,0,2,1
305,0,2,1,0,0,2,0,2,0
332,0,0,0,0,0,3,0,2,0
412,0,0,1,0,0,1,0,2,0
157,0,2,1,0,0,1,0,2,0
71,0,2,1,0,0,2,0,1,0
297,0,2,1,0,0,2,0,1,0
307,0,2,0,0,0,1,0,0,0
250,3,1,0,187,2,2,0,2,1
119,0,2,1,0,0,1,0,0,0
116,0,2,0,0,0,2,0,2,0
274,0,1,0,0,0,1,0,2,0
389,3,2,0,64,2,1,0,2,1
143,0,2,0,0,0,1,0,2,0
860,0,0,1,0,0,2,1,2,0
420,0,0,1,0,0,2,0,2,0
213,0,0,1,0,0,1,0,1,0
756,0,2,1,0,0,1,0,2,0
259,0,2,0,0,0,3,0,2,0
201,0,2,1,0,0,16,0,2,0
19,0,0,1,0,0,9,1,0,0
53,2,2,1,172,3,1,1,0,0
224,0,2,1,0,0,4,0,2,1
57,1,2,1,349,1,5,0,2,0
251,0,0,1,0,0,1,0,2,0
39,2,2,1,342,3,1,0,0,0
54,0,0,1,0,0,3,1,1,0
28,0,0,1,0,0,18,1,2,0
104,1,2,0,99,2,1,0,2,1
164,2,2,0,130,2,2,0,2,1
268,0,2,0,0,0,2,0,0,0
148,0,2,0,0,0,1,1,1,0
228,0,0,1,0,0,3,0,2,0
139,0,2,0,0,0,5,0,2,0
89,0,2,0,0,0,3,0,2,0
250,3,2,0,182,1,2,0,2,0
106,0,0,1,0,0,6,0,1,0
968,0,2,1,0,0,1,0,2,1
168,0,2,0,0,0,3,1,2,0
408,0,2,0,0,0,14,0,2,0
56,0,2,0,0,0,4,0,0,0
55,0,2,0,0,0,5,1,2,0
76,0,0,1,0,0,4,0,0,0
72,0,2,0,0,0,5,0,2,0
99,0,2,1,0,0,3,0,2,0
13,0,2,1,0,0,15,0,0,0
178,0,2,0,0,0,1,0,0,0
287,0,0,0,0,0,1,0,2,0
141,1,2,1,346,2,1,0,2,0
127,2,2,0,100,2,1,0,1,0
69,0,2,0,0,0,2,0,0,0
763,0,0,1,0,0,4,0,2,0
122,2,2,0,92,1,1,0,2,0
143,0,2,1,0,0,1,0,2,0
316,0,2,1,0,0,3,0,2,0
89,0,1,0,0,0,2,0,2,0
151,2,2,1,352,1,1,0,0,0
40,0,2,0,0,0,1,0,2,0
5,2,0,0,808,12,1,1,2,0
90,0,2,1,0,0,1,0,0,0
50,1,2,0,113,5,1,0,0,0
159,2,2,0,378,3,2,0,2,1
369,0,2,0,0,0,6,1,1,0
344,1,2,0,182,8,2,0,2,1
256,2,2,1,94,1,2,0,2,0
298,0,2,0,0,0,1,0,0,0
268,0,2,0,0,0,3,1,1,0
231,0,2,1,0,0,1,0,2,0
4,0,0,1,0,0,4,0,2,0
78,2,2,1,292,3,5,0,0,0
419,0,0,0,0,0,1,0,2,0
421,0,1,1,0,0,3,0,0,0
105,0,2,0,0,0,1,1,2,0
42,0,0,0,0,0,1,0,2,0
114,2,2,0,287,3,7,0,2,0
286,0,2,0,0,0,2,0,2,0
238,3,2,0,107,2,1,0,2,1
91,0,0,1,0,0,1,0,1,0
766,0,2,0,0,0,3,0,2,0
92,0,2,0,0,0,1,0,0,0
211,0,2,0,0,0,3,0,1,0
160,2,2,1,360,3,2,0,0,0
166,0,2,0,0,0,3,0,2,0
195,0,2,1,0,0,1,0,0,0
106,0,2,1,0,0,1,1,1,0
85,0,2,1,0,0,3,1,0,0
78,0,2,0,0,0,1,0,2,0
648,0,0,1,0,0,1,1,2,1
177,1,2,1,174,1,2,0,0,0
32,0,0,1,0,0,1,0,2,0
24,0,2,0,0,0,12,0,1,0
688,0,0,1,0,0,2,0,1,0
21,0,0,1,0,0,5,0,0,0
112,0,0,1,0,0,1,0,2,0
593,0,2,0,0,0,1,0,1,1
59,0,2,1,0,0,2,1,2,0
121,0,2,1,0,0,3,0,2,0
97,0,1,1,0,0,2,0,2,0
86,0,2,0,0,0,2,0,2,0
10,0,2,1,0,0,10,1,2,0
205,0,2,0,0,0,3,0,0,0
77,0,0,0,0,0,2,0,2,0
138,0,2,1,0,0,2,0,1,0
289,0,2,0,0,0,1,0,2,1
86,0,2,0,0,0,4,0,2,0
9,0,1,1,0,0,3,0,1,0
225,2,2,0,364,1,1,1,2,0
407,0,2,0,0,0,4,0,0,0
1030,0,0,1,0,0,6,1,2,0
123,0,2,0,0,0,2,0,2,0
119,0,2,0,0,0,4,0,0,0
175,2,2,1,293,5,1,0,0,0
299,0,0,0,0,0,5,0,1,0
563,0,2,0,0,0,1,0,0,0
241,0,0,1,0,0,1,1,2,0
52,1,2,1,91,1,4,0,2,0
76,0,2,0,0,0,3,0,0,0
441,0,2,1,0,0,1,1,2,0
319,3,2,0,182,1,1,0,0,1
13,3,0,1,373,6,1,0,2,0
803,0,0,1,0,0,1,0,2,1
396,0,2,0,0,0,2,0,2,0
188,0,0,0,0,0,1,0,2,0
637,0,2,0,0,0,1,0,0,0
175,0,0,1,0,0,7,0,2,0
945,3,2,1,139,1,1,0,0,0
162,0,0,1,0,0,3,0,2,0
1178,0,0,0,0,0,3,0,2,0
506,2,2,1,170,3,2,0,2,0
409,0,2,0,0,0,2,0,0,1
116,0,2,1,0,0,3,0,1,0
244,0,2,0,0,0,1,0,2,1
352,0,2,1,0,0,4,0,2,1
152,3,2,0,182,6,1,0,2,1
164,0,0,1,0,0,2,0,2,0
234,0,0,1,0,0,3,0,2,0
154,0,2,0,0,0,4,0,2,0
566,0,0,1,0,0,2,0,2,0
327,3,2,0,183,3,2,0,2,0
265,0,2,1,0,0,3,0,2,0
172,0,0,0,0,0,1,0,2,0
257,0,2,0,0,0,2,0,0,0
618,0,0,0,0,0,1,0,1,1
241,0,2,1,0,0,3,0,2,0
936,0,2,0,0,0,4,1,0,0
329,2,2,1,322,1,1,0,0,0
24,2,2,1,346,1,1,0,2,0
177,2,2,0,138,1,5,0,2,0
120,0,1,0,0,0,1,0,2,0
135,0,1,0,0,0,3,0,2,0
175,0,2,0,0,0,1,0,1,0
179,0,2,1,0,0,1,0,0,0
58,0,0,1,0,0,1,0,2,0
342,0,2,0,0,0,2,0,2,0
139,0,2,1,0,0,2,0,1,0
88,0,0,1,0,0,8,0,2,0
210,0,2,1,0,0,3,1,2,0
731,2,2,0,193,3,1,0,2,0
670,0,2,0,0,0,3,0,2,1
63,0,0,1,0,0,5,0,2,0
70,0,2,0,0,0,2,1,2,0
72,2,2,0,274,4,6,1,0,0
241,2,2,1,364,1,1,0,1,0
272,0,2,0,0,0,4,0,0,0
207,2,2,0,98,1,8,0,0,1
64,0,2,1,0,0,6,0,2,0
543,0,0,0,0,0,2,0,2,0
166,0,2,0,0,0,1,0,0,0
245,3,2,0,97,7,3,0,0,0
94,0,0,1,0,0,1,1,2,0
34,0,0,0,0,0,8,0,2,0
203,0,1,0,0,0,2,0,2,0
318,0,2,0,0,0,1,0,2,0
158,0,2,1,0,0,4,0,2,0
177,0,2,0,0,0,1,1,0,0
56,1,0,1,103,2,1,1,1,0
172,0,0,1,0,0,2,0,0,0
136,2,2,1,359,1,1,0,2,0
82,1,2,1,363,2,3,1,1,0
123,0,0,1,0,0,1,0,0,0
110,0,2,1,0,0,1,0,2,0
385,0,0,1,0,0,5,0,0,0
415,0,2,0,0,0,7,0,1,1
73,0,2,1,0,0,1,0,1,0
243,0,0,1,0,0,2,0,0,0
137,0,0,1,0,0,2,0,2,0
55,0,0,1,0,0,4,0,2,0
18,0,2,1,0,0,5,1,2,0
255,0,2,0,0,0,2,1,0,0
95,0,2,1,0,0,1,0,2,0
112,0,2,1,0,0,1,1,2,0
205,0,2,1,0,0,2,1,0,0
97,2,2,1,370,1,1,0,2,0
154,0,2,0,0,0,1,0,0,0
135,2,2,1,370,2,2,0,2,0
230,0,2,0,0,0,1,0,2,0
349,0,2,1,0,0,1,1,0,0
38,0,2,1,0,0,1,0,0,0
268,0,2,1,0,0,1,0,2,0
94,0,2,1,0,0,4,0,2,0
263,0,2,1,0,0,2,0,2,0
671,0,2,0,0,0,4,0,2,1
197,0,0,1,0,0,1,1,1,0
180,0,2,1,0,0,2,0,2,0
452,0,2,0,0,0,2,0,2,0
352,0,0,1,0,0,1,0,2,0
175,0,2,0,0,0,4,0,1,0
163,0,2,1,0,0,2,1,2,0
200,0,0,1,0,0,2,0,1,0
75,0,0,0,0,0,7,1,2,0
227,0,2,1,0,0,1,0,2,0
586,0,2,1,0,0,3,0,0,0
119,0,2,0,0,0,5,1,0,0
80,0,1,1,0,0,2,1,2,0
112,1,2,1,330,3,2,1,2,0
130,0,0,1,0,0,2,0,2,0
237,0,2,1,0,0,3,0,2,0
377,0,2,0,0,0,8,0,2,0
335,0,2,0,0,0,1,0,2,1
121,0,2,1,0,0,3,0,2,0
127,0,2,0,0,0,5,0,2,0
650,0,0,0,0,0,2,0,0,1
107,0,0,1,0,0,1,0,2,0
610,0,0,1,0,0,2,0,2,0
124,0,2,0,0,0,4,0,1,0
216,0,0,1,0,0,1,0,1,0
747,0,2,1,0,0,4,1,1,0
313,1,2,1,349,3,1,0,2,0
252,1,2,0,185,5,9,0,1,1
121,0,2,0,0,0,1,0,1,1
799,0,0,1,0,0,1,0,2,0
883,2,2,1,674,4,1,0,2,0
197,0,0,1,0,0,1,0,0,0
271,0,2,1,0,0,2,0,2,0
221,0,0,0,0,0,2,0,2,0
243,0,2,0,0,0,3,1,2,0
72,0,0,1,0,0,1,0,2,0
155,0,2,1,0,0,2,0,2,0
70,0,1,1,0,0,2,0,0,0
280,0,2,1,0,0,4,0,2,1
115,0,0,1,0,0,2,0,2,0
29,0,0,0,0,0,2,0,2,0
406,0,2,1,0,0,2,0,2,0
113,0,2,1,0,0,3,1,1,0
47,0,1,0,0,0,2,0,2,0
36,0,0,0,0,0,2,0,1,0
135,0,0,1,0,0,2,0,2,0
67,0,2,0,0,0,2,0,0,0
684,0,0,0,0,0,1,0,2,0
686,0,2,0,0,0,5,0,0,1
170,0,2,1,0,0,3,0,0,0
150,0,0,0,0,0,3,0,2,0
1060,0,2,0,0,0,2,0,1,1
122,0,0,1,0,0,16,0,0,0
724,0,0,1,0,0,1,0,2,0
230,3,2,0,92,1,1,0,2,1
187,0,0,0,0,0,2,0,2,0
179,0,0,1,0,0,4,1,2,0
357,0,2,0,0,0,3,1,2,0
82,0,0,0,0,0,1,0,2,0
176,0,1,0,0,0,15,0,2,0
424,2,2,1,138,1,1,0,2,0
115,0,0,0,0,0,1,0,2,0
177,2,2,1,211,3,2,0,2,0
712,2,1,0,64,12,1,0,2,1
118,0,0,1,0,0,1,0,0,0
25,0,0,1,0,0,7,0,2,0
753,0,0,0,0,0,1,0,2,0
124,0,2,1,0,0,1,0,2,0
208,0,2,1,0,0,2,0,0,0
136,0,2,0,0,0,4,0,2,0
1081,0,2,1,0,0,2,0,2,1
376,2,1,0,339,7,2,0,2,0
78,0,2,0,0,0,1,0,2,0
354,0,2,1,0,0,1,0,2,0
29,2,2,1,356,2,1,0,2,0
209,2,2,1,191,4,1,0,2,0
433,0,2,1,0,0,1,0,0,0
147,0,0,1,0,0,2,0,2,0
41,2,1,1,300,5,2,0,1,0
111,0,0,0,0,0,1,0,0,0
108,0,2,0,0,0,2,0,0,0
411,0,2,1,0,0,2,0,2,0
108,0,2,0,0,0,2,0,2,0
224,0,2,1,0,0,2,0,2,1
1083,0,0,1,0,0,2,0,0,0
757,0,0,0,0,0,2,0,0,1
57,0,0,0,0,0,1,0,2,0
95,0,2,1,0,0,5,1,0,0
144,2,2,0,124,1,2,0,0,0
135,0,2,0,0,0,1,0,2,0
176,0,2,0,0,0,2,0,0,0
524,0,2,0,0,0,5,1,2,0
65,0,0,1,0,0,1,0,2,0
653,3,2,1,334,2,1,1,2,1
91,1,0,1,100,2,1,0,2,1
93,0,2,0,0,0,1,0,0,1
503,2,2,1,280,2,2,0,1,0
186,2,2,1,327,2,1,0,2,0
121,0,0,1,0,0,2,0,2,0
452,0,2,0,0,0,2,1,2,0
883,2,1,0,140,1,1,0,2,1
104,0,0,1,0,0,2,0,1,0
24,0,2,0,0,0,3,0,1,0
79,0,1,0,0,0,9,0,0,0
178,0,2,0,0,0,2,0,2,0
74,0,2,1,0,0,2,0,2,0
217,1,2,0,184,7,1,0,0,0
475,0,2,0,0,0,1,1,0,0
127,0,2,1,0,0,1,0,0,0
101,0,2,0,0,0,1,0,2,0
340,0,2,1,0,0,3,0,2,0
158,0,2,1,0,0,4,0,0,0
242,0,2,0,0,0,1,0,0,0
323,0,0,1,0,0,1,0,2,0
18,0,0,1,0,0,30,1,2,0
68,0,2,1,0,0,3,0,2,0
134,0,2,1,0,0,4,1,2,0
113,0,2,1,0,0,3,0,2,0
43,0,2,1,0,0,4,0,2,0
200,0,0,0,0,0,2,0,0,0
245,0,2,0,0,0,2,0,1,0
343,0,0,1,0,0,4,0,1,0
229,0,2,0,0,0,1,0,0,0
530,0,0,1,0,0,1,0,1,0
58,0,2,0,0,0,5,0,2,0
78,3,2,0,176,1,2,0,2,0
147,0,0,0,0,0,1,0,2,0
40,0,2,1,0,0,1,0,0,0
618,0,2,1,0,0,2,0,2,0
23,0,2,1,0,0,4,0,2,0
293,1,2,0,90,4,1,0,2,1
16,1,2,1,176,5,6,0,2,0
286,0,2,0,0,0,2,0,2,0
209,2,2,1,321,1,1,0,2,0
935,0,0,1,0,0,1,0,2,0
260,0,0,1,0,0,1,0,2,0
298,0,0,1,0,0,4,0,2,0
397,2,2,1,337,1,2,0,2,0
113,2,2,1,479,1,4,0,0,0
76,0,1,1,0,0,1,0,1,0
141,0,2,0,0,0,1,1,2,0
773,0,0,1,0,0,2,0,2,0
329,1,1,0,95,1,1,0,0,0
